cod_accidente,descripcion_del_hecho - Final,responsabilidad,fuzzy,no_hpx
am    ,asegurado circulaba cordoba luz giro doblando moto circulaba detras intenta pasar choca asegurado lateral izquierda motociclista llevab cae piso presentaba lesiones visibles ofrecimiento asegurado nego llamar ir hospital,comprometida,aseg circulaba cordoba luz giro doblando moto circulaba detras intenta pasar chocando aseg lateral izquierda motociclista llevaba caen piso presentaba lesiones visibles ofrecimiento aseg nego llamar retiro hospital,aseg circulaba cordoba luz giro doblando moto circulaba detras intenta pasar chocando aseg lateral izquierda motociclista llevaba caen piso presentaba lesiones visibles ofrecimiento aseg nego llamar retiro hospital
am    ,asegurado circulaba cordoba luz giro doblando moto circulaba detras intenta pasar choca asegurado lateral izquierda motociclista llevab cae piso presentaba lesiones visibles ofrecimiento asegurado nego llamar ir hospital,,aseg circulaba cordoba luz giro doblando moto circulaba detras intenta pasar chocando aseg lateral izquierda motociclista llevaba caen piso presentaba lesiones visibles ofrecimiento aseg nego llamar retiro hospital,aseg circulaba cordoba luz giro doblando moto circulaba detras intenta pasar chocando aseg lateral izquierda motociclista llevaba caen piso presentaba lesiones visibles ofrecimiento aseg nego llamar retiro hospital
am    ,aseg estacionado cnel intendente avalos sale impacta lateral delantero izquierda motocod personas abordo circulaba misma moto acompanante caen piso tenia tercero quejaban tener dolores llamaron terceros retirar propios medios,comprometida,aseg estacionado cnel intendente avalos sale impactada lateral delante izquierda motocod personas abordo circulaba mismo moto acompanante caen piso tenia tercero quejaban tener dolor llamaron terceros retira propios medios,aseg estacionado cnel intendente avalos sale impactada lateral delante izquierda personas circulaba mismo moto acompanante caen piso tenia tercero quejaban tener dolor llamaron terceros retira propios medios
peaton,circulando gibraltar delante mio haba auto detenido contraria reducida deteng pase hace dispongo pasar persona lado auto tira hacia vehculo impactando capot asusto acelero irme lugarya pense queran robar inciando giro hacia masculino vereda tira cristal delantero izquierdodanandoloacto seguido voy comisaria pontevedra ta realizo denuncia sucedido datos tercero d,comprometida,circulando gibraltar delante mio habia auto detenido contraria reducida deteng pase hace dispongo pasar personas lado auto retira habia vehiculo impacta capot asusto acelero irme lugarya pense queran robar inciando giro habia masculino vereda retira cristal delante izquierdo seguido voy comisaria pontevedra presentaba realizo denuncia sucedido datos tercero trasladado,circulando gibraltar delante mio habia auto detenido contraria reducida pase hace dispongo pasar personas lado auto retira habia vehiculo impacta capot acelero pense giro habia masculino vereda retira cristal delante izquierdo seguido voy comisaria presentaba realizo denuncia sucedido datos tercero trasladado
am    ,circulo x alsina ciudad lujan llego interseccion doctor real motocicleta circulaba x ultima colisiona parte frontal lateral delantero izquierda provocando danos vehiculo verificar motorodado masculino juan martin festugato tenia lesiones aparentes ningun tipo retiro lugar motocicletasin problema algunod ,comprometida,circulo x alsina velocidad lujan llego interseccion doctor real motocicleta circulaba x ultima colisionando parte frontal lateral delante izquierda provocando datos vehiculo verificar motorodado masculino juan martin festugato tenia lesiones aparentes ningun tipo retiro lugar motocicletasin problema algunod,circulo x alsina velocidad lujan llego interseccion doctor real motocicleta circulaba x ultima colisionando parte frontal lateral delante izquierda provocando datos vehiculo verificar masculino juan martin tenia lesiones aparentes ningun tipo retiro lugar problema
aci   ,circula auto jufreciclista circula sluces serrano contrario transito autosbaja iluminacin pdablicacolisiona vehculo guardabarro izquierda cae ladocirculando kmhllame same prevencinacusaba dolor izquierdaambas partes decidimos hacer denuncialo llevo bazterricaacompano guardia presentaba fracturas fisuras,comprometida,circulaba auto jufreciclista circulaba sluces serrano contrario transito autosbaja iluminacin colisionado vehiculo guardabarro izquierda caen lado kmhllame same prevencinacusaba dolor izquierda parte decidimos hacer denuncialo llevo bazterricaacompano guardia presentaba fracturas fisuras,circulaba auto circulaba serrano contrario transito colisionado vehiculo guardabarro izquierda caen lado same dolor izquierda parte hacer llevo guardia presentaba fracturas
am    ,hs circulando azcuenaga hacia lisandro torre interseccin reduzco velocidad miro ambos lados haba semaforos dispongo avanzar cruzar interseccin motocicleta marca yamaha mod xtz dominio lcd venia alta velocidad lisandro torre colisiona puerta lateral delantera unidad,concurrente,hs circulando azcuenaga habia san torre interseccin reduzco velocidad miro ambos lado habia semaforos dispongo avanzar cruzar interseccin motocicleta marcha yamaha mod xtz dominio lcd venia alta velocidad san torre colisionando puerta lateral delante unidad,hs circulando azcuenaga habia san torre interseccin reduzco velocidad miro ambos lado habia semaforos dispongo avanzar cruzar interseccin motocicleta marcha yamaha dominio venia alta velocidad san torre colisionando puerta lateral delante unidad
aa    ,camioneta patente aatz subida garage ingresar detiene ford fiesta patente kqnal subirme aprieto embriague pendiente considerando tan atras causando abolladura puerta trasera bajando vehiculo apreto puerta,comprometida,camioneta patente aatz subida garage ingresar detiene ford fiesta patente kqnal subirme aprieto embriague pendiente considerando tan atras san abolladura puerta trasera bajando vehiculo apreto puerta,camioneta patente garage ingresar detiene ford fiesta patente aprieto embriague pendiente atras san abolladura puerta trasera bajando vehiculo puerta
am    ,circulaba x puca trasladando torta movimiento vehiculo mueve distraigo acomodarla siento moto salia casa,,circulaba x puca trasladado torta momento vehiculo mueve distraigo acomodarla siento moto salia casa,circulaba x trasladado momento vehiculo mueve distraigo siento moto salia casa
aa    ,asegurado encontraba circulando ruta tercero vena misma ruta mismo tercero vena delante asegurado frena golpe auto delante asegurado frena llega hacerlo completamente impacta parte delantera parte trasera tercero quej dolor dedo asegurado sufri golpes latigazo choque desplazamiento,comprometida,aseg encontraba circulando ruta tercero venia mismo ruta mismo tercero venia delante aseg frena golpe auto delante aseg frena llegar hacerlo completamente impactada parte delante parte trasera tercero quej dolor dedo aseg sufri golpes latigazo choque desplazamientos,aseg encontraba circulando ruta tercero venia mismo ruta mismo tercero venia delante aseg frena golpe auto delante aseg frena llegar hacerlo impactada parte delante parte trasera tercero dolor dedo aseg sufri golpes latigazo choque desplazamientos
am    ,asegurado circulaba darwin girando hacia corrientes moto delante mio giro frena toco moto iba sola persona tenia cae suelo levanta ayudamos dolia derecha ,comprometida,aseg circulaba darwin girando habia corrientes moto delante mio giro frena toco moto iba sola personas tenia caen suelo levanta ayudamos dolia derecha,aseg circulaba girando habia corrientes moto delante mio giro frena toco moto iba sola personas tenia caen suelo levanta dolia derecha
aci   ,aseg maniobraba alvarez hacia saavedra impacta parte lateral delantera izquierda ro bicicleta circulaba contramano saavedra desplazamientos lesionados bicicleta intervencion policial medica retiro medios,comprometida,aseg maniobra alvarez habia saavedra impactada parte lateral delante izquierda maniobro bicicleta circulaba contramano saavedra desplazamientos lesionados bicicleta intervencion policial medica retiro medios,aseg maniobra alvarez habia saavedra impactada parte lateral delante izquierda maniobro bicicleta circulaba contramano saavedra desplazamientos lesionados bicicleta intervencion policial medica retiro medios
am    ,aseg circulando nueva llega cruce mendoza colectivo da paso asegurado pasa parte frontal tercero moto circulaba mendoza tercero utilizaba circulaba acompanantes motociclista pierde estabilidad llega caerse manifiesta dolor presencia policial traslado asegurado retira propios medios version tercero circulaba mendoza carril izquierda cruzar interseccin nueva colectivo circulaba junto asegurao cierra hacia carril derecha detenerse tercero camioneta kangoo comienza cruzar asegurado pasando interseccin toca bocina peeo tercero colisiona parte trasera costado derecha produciendo danos verificar,concurrente,aseg circulando nueva llegar cruce mendoza colectivo trasladado paso aseg pasa parte frontal tercero moto circulaba mendoza tercero utilizaba circulaba acompanante motociclista pierde estabilidad llegar cae manifiesta dolor presencia policial lado aseg retira propios medios version tercero circulaba mendoza carril izquierda cruzar interseccin nueva colectivo circulaba junto aseg cierra habia carril derecha detenerse tercero camioneta kangoo comienza cruzar aseg san interseccin toca bocina peeo tercero colisionando parte trasera costado derecha produciendo datos verificar,aseg circulando nueva llegar cruce mendoza colectivo trasladado paso aseg pasa parte frontal tercero moto circulaba mendoza tercero utilizaba circulaba acompanante motociclista pierde estabilidad llegar cae manifiesta dolor presencia policial lado aseg retira propios medios version tercero circulaba mendoza carril izquierda cruzar interseccin nueva colectivo circulaba junto aseg cierra habia carril derecha detenerse tercero camioneta kangoo comienza cruzar aseg san interseccin toca bocina tercero colisionando parte trasera costado derecha produciendo datos verificar
am    ,redgreenlueuc mecanica hecho segun version asegurado salia estacion servicio autos camiones dejaron pasar moto venia centro vio incrusto frente d ,comprometida,redgreenlueuc mecanica hecho segun version aseg salia estacion servicio datos camiones dejaron pasar moto venia centro vio incrusto frente trasladado,redgreenlueuc mecanica hecho segun version aseg salia estacion servicio datos dejaron pasar moto venia centro vio frente trasladado
