,cod_accidente,descripcion_del_hecho - Final,responsabilidad
1046,aci   ,iba manejando camioneta victor hugo doblar san blas vi iba bicicleta bicisenda doble hacia san blas toque espejo camioneta muchacho perdio control bicicleta cayo frene ayudarloestaba rengole dije queria llevase hospital velez sarsfield dijo podia seguir tome datos mios ,comprometida
1047,am    ,doble corro hacia pase colectivo quiero retomar alcanzo moto vena alta velocidad provcando,comprometida
1048,aci   ,asegurado circulando castro girar colisiona ciclista circulaba pro misma desplazamientos ciclista cayo piso levanto fracturo ,comprometida
1049,am    ,vehculo asegurado circuaba remedios escalada impactado lateral derecha moto circulaba amplia desplazamientos moto ocupante tena puesto cay piso manifest lesiones int medica int polcial retir medios moto,comprometida
1050,aa    ,asegurado circulando aristbulo valle interseccin vera embiste parte delantera tercero parte lateral trasera desplazamientos acompanante pasajero vehculo tercero sufri lesiones ,comprometida
1051,peaton,vehiculo asegurado giraba tomando riosembiste peaton cruzabael peaton caese levanta medioscon dolor hombros cree derecha asegurada traslada dlio laboral llamar artte asegurada luego h,comprometida
1052,aci   ,arranque semaforo jose maria moreno hacia norte llegar altura bicicleta circulaba mismo pegada autos estacionados doblo previo aviso darme cuenta piso freno trato girar levemente izquierda venian autos contraria senti golpe estallido parabrisas,comprometida
1053,aa    ,frenada imprevista vehculo precede,comprometida
1054,aci   ,asegurado circulanod sn colisiona ciclista circulaba carril desplazamientos ciclista cayo piso ,comprometida
1055,aa    ,choque san martin empedrado salimos semaforo paro golpe adelante,comprometida
1056,am    ,asegurado circulaba barragan colisiona parte delantera parte lateral trasera moto circulaba parana ultima tenia ocupantes ambos tenian cayeron piso retiraron propios medios presentaban lesiones visibles intervencion medica policial,comprometida
1057,aa    ,asegurado independencia tercero carril colisionando parte delantera va detener vuelve colisionar frente lesionados desplazamientos denuncia segun tercero circulaba carril vehiculo tercero choco parte trasera provoc semitrompo vuelve chocarme lateral derecha recib atencin medica propios medios danos guardabarro trasero farol trasero tapa baul trasera puertas laterales derecha tercero fiat siena sedan fire aa modelo patente mbu cond jose jonas velasco mejia velasco dni cel asegurado pulido velasco edicson edir compania,concurrente
1058,aci   ,redgreenlue venia circulando roca cruzando avda maipu paso favor ciclista colisiono parte delantera rueda trasera acto seguido ciclista cae piso bajo auto acerco ayudarlo informa presenta lesiones ofrezco llevarlo casa dice ciclista retira propios medios intervencin medica policial datos tercero ,concurrente
1059,am    ,asegurado circulaba tacuari cruce victor bassi impacta tercero circulaba ultima lateral izquierda parte delantera desplazamientos moto ocupantes caen piso presentaban lesiones ,comprometida
1060,am    ,asegurado circulando republica cruzar interseccion avda marquez colisionado angulo delantero derecha tercero moto persona tercero retira propios medios ,comprometida
1061,aci   ,asegurado circulaba bonifacio maniobra girar hacia martinez castro impacta parte delantera tercero bicicleta circulaba bicisenda bonifacio desplazamientos bicicleta solo ocupante cae piso poresentaba lesiones ,comprometida
1062,am    ,encontraba circulando llegar interseccion medrano giro moto lateral derecha parte delantera ,
1063,am    ,circulaba hacia plata llegando pongo giro hacia comienzo girar ingresar aparece moto venia tambien m mismo clavo frenos igual moto choca paragolpe lado caen piso,comprometida
1064,am    ,mecanica hecho segun version asegurado asegurado circulando udaondo realizar marcha atras necesitaba retomar impacta moto circulaba misma intervencion ambulanciad ,comprometida
1065,aa    ,detenida kant doblar pasco espero corte semaforo pasco pone cruzo camioneta emiste lateral izquierda aseg lesionesvarios cortes realizaron puntos acompanante tambien trasladado hospital,concurrente
1066,am    ,venia humberto primo luz giro puesta hacia doblar quintana moto sobrepasa momento doblando chocamos,comprometida
1067,am    ,mecanica hecho segun vrsion asegurado vehiculo asegurado encontraba detenido semaforo rio janeiro moto adelante detenida maniobra colisiona levemente frente vehiculo asegurado motociclista cae piso intercambia datos vad ,discutida
1068,peatã“n,aseg encontraba circulando colectora sur ruta dentro barrio parque remanso patria km exaltacion cruz aseg relata pierde visibilidad tramo pasto arboles crecidos dejaban paso mas calzada cond relata luminarias logra encontraba corriendo lugar mismo termina embistiendola parte frontal aseg cond asiste llamando trasladada htal san jose luego htal pilar hacerle estudios profunidad informado estiman medioda estaran dandole alta desplazamientos,comprometida
1069,aci   ,aseg circulando donato alvarez dobla bynnon colisiona parte delantera bici ocupante bici cae suelo trasladado,comprometida
1070,am    ,aseg circulando henry dunant peron san fernando semaforos cruce recibe parte delantera moto circulaba moto desconoce cae piso ,comprometida
1071,am    ,asegurado maniobraba san martin doblar hacia gilguero colisionado parte lateral trasera parte delantera moto circulaba san martin danico ocupante ultima tenia cayo piso presentaba lesiones trasladado centro medico intervencin policial moto tenia patente luces,comprometida
1072,am    ,venia manejando santa teresa llegar cruce san francisco veo venia moto llego frenar toco caen pregunto bien ambos tenan cascos pase datos personas motos bien ambos cascos solo raspon datos tercero dario hector armas zanella zb lpc rio uruguay,comprometida
1073,am    ,iba circualando congreso cruz moto vena lucio manzilla impactando parte delantera parte trasera izquierda moto motociclista llevaba acompanante tambien cayeron moto lesiones visibles ,comprometida
1074,am    ,circulando albarinos ylamoto chascomus esquina venia contramano choca asegurada parte trasera moto venian caen intervencion,concurrente
1075,aci   ,vehiculo asegurado circulaba juan b justo girar hacia tomar libertador colisionado lateral trasero derecha tercero bicicleta persona circulaba juan b justo persona cayo asfalto asistencia medica intervencion policial desplazamientos ,comprometida
1076,am    ,asegurado circulando avda san martin girar argerich colisionado lateral derecha tercero moto persona tercero cae piso retira propios medios ,
1077,peatã“n,vehiculo asegurado circulando febrero momento dispone girar hacia besares produce colision peaton cruzaba peaton cae suelo ,comprometida
1078,aa    ,mecanica hecho segdan version asegurado asegurado circulando ianone vehiculo tercero viene alvear ambas colisionan esquina parte delantera parte lateral frente vehiculo tercero desplazamiento tercero vehiculo lesion ,comprometida
1079,am    ,mecanica hecho segun version asegurado asegurado maniobrando doblar hacia emilio mitre tercero moto circulando emilio mitre da vuelta u pensando llegaba frenar contacto vehiculo asegurado cae piso raspon tercero enojado patea auto asegurado lado derecha rompe espejo ,comprometida
1080,peatã“n,circulando reconquista llegando interseccin teodoro plaza freno llegar esquina hdameda desplace impacte persona cruzando teodoro plaza intervencin policial damnificada caminando medios,comprometida
1081,am    ,circulaba vehculo pongo luz giro doblar doblando pasa moto choca puerta vehiculod,comprometida
1082,am    ,iba circulando cuenca sur norte llegar interseccion rivadavia avisando luz giro hacia intencion girar tomar rivadavia moto lateral derecha guardabarros delantero lugar acerco personal policial habia lesiones retiro datos tercero hector chicino garcia motomel aexq libra,comprometida
1083,am    ,ingresando porton domicilio hacia moto delivery toda velocidad luces reglamentarias hizo imposible visualizarlo espejo puerta trasera vehiculo,
1084,am    ,redgreenlue circulando c cintura carril medio sale moto zanella logstica roman atravesado ruta circuloel motociclista vengo ruta pone mismo carril acomodandose trafico frenando drasticamente motivo dejandome rango frenadodsa ,comprometida
1085,am    ,iba circulando marques aviles giro puesto doblar albarinos empiezo girar albarinos moto intenta sobrepasar cordon auto colisiona parte lateral auto moto motociclista caen suelo cayo piso moto propios medios igumente ofrec llamar same nego diciendo tenia unico dano guardabarro delantero derecha datos tercero agustin leonel unates honda jpe atm,comprometida
1086,peatã“n,circulaba eeuu doblo hacia saavedra toco parte delantera peaton cruzaba persona cayo asegurado traslado auto peaton hospital ramos mejia datos tercero,comprometida
1087,aci   ,circulando arribenos llegar esquina ferrocarril oeste freno miro nadie comienzo cruzar siendo ruido bicicleta auto,
1088,aa    ,circulaba liniers llegar acceso ramal tigre vi auto frenado choco atras aclaro lloviendo visin reducida,comprometida
1089,am    ,saliendo estacionada puerta casa repente viene moto detras quiso pasar colisiona lateral izquierda autoacto seguido motociclista cae piso detengo auto bajo intercambiar datos motociclista retira propios medios intervencin policial medica presenta lesiones simple vista datos tercero ojeda rodrigo omar honda xr ixk liderar seguros,comprometida
1090,am    ,encontraba detenida balizas iniciar maniobra estacionar hacia quedaba gran espacio pasen vehiculos mas porte moto doblo plaza circulaba rivadavia tambien dobla tal velocidad embiste vehiculo encontraba detenido parte trasera lesiones desplazamientos,comprometida
1091,am    ,manejaba septiembre metros doblar guayra coloco guino miro espejo doblar veo moto pasando volanteo colisionar moto cayo pensando ibamos chocar auto sufrio ningun choque manejaba moto cayo lastimo rompio espejos,comprometida
1092,am    ,asegurado circulaba blas parera disponerse girar bertole colisionado parte lateral tercero moto circulaba blas parera intento sobrepasarlo aseg coloco luz giro persona moto colocado cayo asfalto levanto propios medios desplazamientos,comprometida
1093,aci   ,asegurado detenido semaforo olleros acompanante abre puerta delantera impacta bicicleta circulaba misma danico ocupante bicicleta tenia cayo piso presentaba lesiones visibles retiro propios medios intervencin polica transito intervencin medica,comprometida
1094,am    ,venia circulando avda crovara repenteuna moto venia detras colisiona lateral izquierda autoacto seguido detengo auto intercambiamos datos motocicilista cay piso presenta lesiones simple vistano intervencin policial medica tercero retira propios med datos tercero caprara schiariti arias gonza bajaj rousser aooxsb atm seguros,
1095,am    ,dia jueves venia manejando x santa fe llegar san martin llego moto q venia rapido rapido x san martin hice tiempo frenar toco caen asfalto vi q hecho xq ambos tenian raspones chica mas x dudas pregunte podia llevarlos atendese izquierda,comprometida
