cod_accidente,descripcion,fuzzy,no_hapaxes,responsabilidad
am    ,conductor vh aseg detenido luz giro ingresar domicilio girar hacia izquierda embestido parte delantera izquierda parte delantera tercero moto quiere pasarlo solo ocupante desconoce si tenia casco puesto dado luego siniestro tenia mano dolencia pie derecho ,conductor vh aseg detenido luz giro ingresar domicilio girar habia izquierda embestido parte delantera izquierda parte delantera tercero moto quiere pasarlo solo ocupante desconoce si tenia casco puesto dado luego siniestro tenia mano dolencia pie derecha,conductor vh aseg detenido luz giro ingresar domicilio girar habia izquierda embestido parte delantera izquierda parte delantera tercero moto quiere pasarlo solo ocupante desconoce si tenia casco puesto dado luego siniestro tenia mano dolencia pie derecha,comprometida
peaton,aseg circulando interseccion golpe auto lado izquierdo espejo retrovisor cae suelo chica paseaba dos perros aseg acompano domicilio mascotas decia dolia mano ,aseg circulando interseccion golpe auto lado izquierdo espejo retrovisor cae suelo choca paseaba dos perros aseg acompano domicilio mascotas decia dolia mano,aseg circulando interseccion golpe auto lado izquierdo espejo retrovisor cae suelo choca dos aseg acompano domicilio decia dolia mano,comprometida
am    ,vh aseg circulaba av eva peron llegar interseccion gira hacia deracha jose antonio miralla moto circulaba av eva peron encerrado cae cordon llega haber impacto vh aseg moto tercero tenia tenia dolor pierna cae moto encima misma ,vh aseg circulaba av eva persona llegar interseccion gira habia derecha jose antonio miralla moto circulaba av eva persona encerrado cae cordon llegar haber impacto vh aseg moto tercero tenia tenia dolor pierna cae moto encima mismo,vh aseg circulaba av eva persona llegar interseccion gira habia derecha jose antonio miralla moto circulaba av eva persona cae cordon llegar haber impacto vh aseg moto tercero tenia tenia dolor pierna cae moto encima mismo,nan
am    ,asegurado detenido ev mitre abre puerta delantera izquierda tercero circilaba misma embiste ocupante moto cae piso ,asegurado detenido ev mitre abre puerta delantera izquierda tercero circulaba mismo embiste ocupante moto cae piso,asegurado detenido mitre abre puerta delantera izquierda tercero circulaba mismo embiste ocupante moto cae piso,comprometida
aa    ,circulando plata doblar izquierda ingresar storni colisiono parte delantera derecha lateral izquierdo tercero venia ultima desp,circulando plata doblar izquierda ingresar storni colisiono parte delantera derecha lateral izquierdo tercero venia ultima desp,circulando plata doblar izquierda ingresar colisiono parte delantera derecha lateral izquierdo tercero venia ultima desp,comprometida
aa    ,estabamos parados esperando ponga verde semafoto av asamblea arrancamos llevo puesto auto adelante circulo mas despacio,estabamos parados esperando ponga verde semafoto av asamblea arrancamos llevo puesto auto delante circulo mas despacio,estabamos esperando ponga verde av asamblea llevo puesto auto delante circulo mas despacio,comprometida
am    ,vehiculo asegurado circulaba int gaeberler girar izquierdapor punto ciego embiste moto atras izquierdadanos asegurado guardabarro trasero izquierdoel motociclista acompanante caenel asegurado ayuda levantar motociclista lesion costilla brazo pierna izquierda acompanante desconoce lesionesno aceptan ,vehiculo asegurado circulaba int gaeberler girar izquierdo punto ciego embiste moto atras izquierdadanos asegurado guardabarro trasero izquierdo motociclista acompanante caen asegurado ayuda levanta motociclista lesiones costilla brazo pierna izquierda acompanante desconoce lesiones aceptan,vehiculo asegurado circulaba int girar izquierdo punto embiste moto atras asegurado guardabarro trasero izquierdo motociclista acompanante caen asegurado ayuda levanta motociclista lesiones costilla brazo pierna izquierda acompanante desconoce lesiones aceptan,comprometida
peatã“n,asegurado circulando calle escultura gira izquierda ontinuar av derqui colisiona parte delantera peaton cruzaba avenida peaton cae asfalto asegurado traslada centro asistencial ,asegurado circulando calle escultura gira izquierda ontinuar av derqui colisiona parte delantera peaton cruzaba venia peaton cae asfalto asegurado trasladado centro asistencial,asegurado circulando calle gira izquierda av derqui colisiona parte delantera peaton cruzaba venia peaton cae asfalto asegurado trasladado centro asistencial,comprometida
aci   ,asegurado circulaba calle banderas maniobra ingresar rotonda impacta parte delantera izquierda tercero circulaba rotonda desplazamientos bicicleta solo ocupante casco cae piso presentaqba dolor pie ,asegurado circulaba calle banderas maniobra ingresar rotonda impacta parte delantera izquierda tercero circulaba rotonda desplazamientos bicicleta solo ocupante casco cae piso presentaba dolor pie,asegurado circulaba calle maniobra ingresar rotonda impacta parte delantera izquierda tercero circulaba rotonda desplazamientos bicicleta solo ocupante casco cae piso presentaba dolor pie,comprometida
aa    ,redgreenlue circulaba virrey cisneros hacia bermejo llegando esquina vehiculo adelante frena bruscamente darme tiempo frene choco trompa parte tracera ,redgreenlue circulaba virrey cisneros habia bermejo llegando esquina vehiculo delante frena bruscamente darme tiempo frente choco trompa parte trasera,redgreenlue circulaba virrey cisneros habia bermejo llegando esquina vehiculo delante frena bruscamente darme tiempo frente choco trompa parte trasera,comprometida
aci   ,vh asegurado detenido teodoro garcia abre puerta delantera izquierda verificado venga nadie tercero bici circulaba misma embiste lateral derecho manubrio cayendose pavimento lado izquierdo manifestando danos rodilla ,vh asegurado detenido teodoro garcia abre puerta delantera izquierda verificado venia nadie tercero bici circulaba mismo embiste lateral derecha manubrio cayendose pavimento lado izquierdo manifestando datos rodilla,vh asegurado detenido teodoro garcia abre puerta delantera izquierda venia nadie tercero bici circulaba mismo embiste lateral derecha manubrio cayendose pavimento lado izquierdo manifestando datos rodilla,comprometida
aa    ,asegurado circulando av eva peron embiste parte delantera tercero parte trasera detenido semaforo lesionados informa desplazamientos,asegurado circulando av eva persona embiste parte delantera tercero parte trasera detenido semaforo lesionados informa desplazamientos,asegurado circulando av eva persona embiste parte delantera tercero parte trasera detenido semaforo lesionados informa desplazamientos,comprometida
peaton,asegurado avanza baja velocidad ruta control policia agente baja calle espalda aseg roza levemente parte delantera izquierda agente cae suelo ,asegurado avanza baja velocidad ruta control policia agente baja calle espalda aseg roza levemente parte delantera izquierda agente cae suelo,asegurado avanza baja velocidad ruta control policia agente baja calle espalda aseg roza levemente parte delantera izquierda agente cae suelo,comprometida
am    ,doblar hacia derecha choca guardabarro trasero,doblar habia derecha choca guardabarro trasero,doblar habia derecha choca guardabarro trasero,comprometida
am    ,circulaba av lope vega hacia juan b justo antesde llegar interseccin magarinos cervantes moto quevenia circulando direccin contraria intentando sobrepasarun auto contramano pierde control cae moto elpavimento desliza terminar incrustada partedelantera camioneta conductor pasa costadoizquierdo camioneta tocar misma participo lacomisaria conductor llevado ambulancia ald hospital velez sarsfield,circulaba av lope vega habia juan b justo antesde llegar interseccin magarinos cervantes moto quevenia circulando direccin contraria intentando sobrepasarun auto contramano pierde control cae moto pavimento desliza terminar incrustada partedelantera camioneta conductor pasa costadoizquierdo camioneta tomar mismo participo lacomisaria conductor llevado ambulancia ald hospital velez sarsfield,circulaba av lope vega habia juan b justo llegar interseccin cervantes moto circulando direccin contraria intentando auto contramano pierde control cae moto pavimento desliza terminar incrustada camioneta conductor pasa camioneta tomar mismo participo conductor ambulancia hospital velez sarsfield,nan
aa    ,aseg circulando ruta colisiona tercero circulaba misma ruta frena forma abrupta vh habia realizado maniobra doblar hacia calle abrian izquierda giro izquierda permitido asegurado impacta parte delantera parte trasera tercero vez asegurado colisionado lateral trasero derecho lateral delantero izquierdo vh venia detras dandose fuga lesiones,aseg circulando ruta colisiona tercero circulaba mismo ruta frena forma abrupta vh habia realizado maniobra doblar habia calle abrian izquierda giro izquierda permitido asegurado impacta parte delantera parte trasera tercero vez asegurado colisionado lateral trasero derecha lateral delantero izquierdo vh venia detras dandose fuga lesiones,aseg circulando ruta colisiona tercero circulaba mismo ruta frena forma abrupta vh habia maniobra doblar habia calle izquierda giro izquierda permitido asegurado impacta parte delantera parte trasera tercero vez asegurado colisionado lateral trasero derecha lateral delantero izquierdo vh venia detras fuga lesiones,comprometida
am    ,pongo valiza previo ingresar domicilio moto intenta sobrepasar derecha impacta momento giro ingresar garage,pongo valiza previo ingresar domicilio moto intenta sobrepasar derecha impacta momento giro ingresar garage,pongo previo ingresar domicilio moto intenta sobrepasar derecha impacta momento giro ingresar garage,comprometida
aa    ,veniamos calle santa rosa yendo rivadavia suran azul patente plo freno golpe detaras venia vw fox patende fzp detras colicionamos debido pavimento humedo solo toque paragolpes fox provocando dano mismo,veniamos calle santa rosa yendo rivadavia suran azul patente plo frena golpe detras venia vw fox patende fzp detras colicionamos debido pavimento humedo solo toque paragolpes fox provocando dano mismo,calle santa rosa yendo rivadavia suran azul patente frena golpe detras venia vw fox detras debido pavimento solo toque paragolpes fox provocando dano mismo,comprometida
